;userName;content;score;at
533;Mr. Nathan;Bibit menurut saya tempat beli reksadana yang kurang rekomended,karena untuk batas waktu pembayaran hanya 24 jam sedangkan jika pembelian gagal atau ditolak prosesnya 14 hari kerja. Sungguh tidak sebanding. Tidak ada pemberitahuan terlebih dahulu jika produk reksadana tidak dapat dibeli lagi,jadi rasanya kurang adil aja. Gak kaya aplikasi sebelah yang mendapat email pemberitahuan bahwa produk tidak dapat dibeli sementara waktu. Pokoknya saya menyesal beli produk reksadana melalui bibit!!;1;2021-02-07 11.26.57
534;Alif;Payah lah pencairan dana butuh waktu yg lama, reksadana TOKOPEDIA lebih mudah dan gampang pencairan nya. Kalo ad yg mau main reksadana mending tokped aja, gampang cairin dana ny;1;2021-03-16 13.17.10
535;Miftachul Amin;Admin mau tanya, kemarin waktu daftar bibit lupa masukin ktp, apakah itu akan mempengaruhi pencairan uang di bibit?;5;2021-03-17 15.13.29
536;Milik Kita channel;Dapatkan 25.000 pake referal rbq9i5c;5;2021-04-19 8.49.14
537;Wahyudi Wahyu;Aplikasi investasi Reksadana paling baik dan juga simpel, cocok banget buat pemula, mudah digunakan, Mari berinvestasi untuk masa deman yang lebih baik, jangan lupa gunakan kode referral (wahyudiinvest) saat mendaftar untuk mendapatkan bonus di investasi pertama kamu??;5;2021-01-07 0.48.30
538;Arsyah do;semoga sukses;5;2021-04-26 6.49.24
539;dodot indarbayu;bagus sekali;5;2021-04-13 22.06.23
540;Arifudin;Saya sdh melakukan transaksi mungkin udah lebih dari 7 hari kerja tapi kok uangnya belum masuk ya... Mohon dong untuk dibuatkan rekening sekuritas biar cepat melakukan transaksi;3;2021-03-16 11.13.05
541;R Kakung Wahyu W;Awal tahun 2021 saya ikut aplikasi Bibit. Semoga di tahun ini dan tahun selanjut nya serta seterus nya saya menjadi semakin beruntung di bibit dan aplikasi lain yang menghasilkan uang, aamiin. Saya beri 5 bintang ya, sehingga menjadi penghasilan saya full terus di bibit. Maju terus Bibit. Tetap semangat.;5;2021-01-08 13.28.16
542;EDY SUYANTO;Dengan adanya Aplikasi yg aman dan resmi ini semoga jangka panjang umurnya sehingga dapat memberikan pembelajaran buat Masyarakat untuk belajar berInvestasi sehingga dapat merubah pola pikir Masyarakat dalam mengendalikan uangnya setelah Pola Pikir Berubah dalam meraih suksez.;5;2021-03-23 11.41.20
543;Citra Astri Wulandari;Halo kak bisa tolong dibantu permasalahan terkait kenapa saya tidak bisa masuk aplikasi saya ya, selalu not responding. Terimakasih;3;2021-03-15 22.04.23
544;Kamikaze Ogami;"Kode Referral "" blackknight"" coba dulu yah";5;2021-04-29 7.21.11
545;Yody Kurniandy;Pinginnya top up pake dana ????;3;2021-05-03 6.56.39
546;Eko Setyawan;bagus sekali;5;2021-04-07 23.07.49
547;Mahandini Cell;path turun terus;2;2021-04-26 12.12.19
548;Andre manroe93;semoga bisa;4;2021-04-08 1.33.54
549;AQUA rius;Bagus sekali;5;2021-04-28 20.26.55
550;ani setianingsih;baru belajar;5;2021-04-08 1.07.51
551;Muhammad Rizky;Bagus sekali;5;2021-04-21 4.28.33
552;Muhammad Iqbal;2021 Bibit harus ada kemajuan. Saran saya tambahkan Saham ke dalam aplikasi Bibit. Biar gk kalah saing. Reksadana Saham ada, Saham juga ada. Nanti baru saya kasih bintang 5. Tks;3;2021-01-03 8.47.37
553;Teuku Hermilan;Sengaja saya kasih bintang 5 agar kalian baca semua, ga usah dowload dan invest di aplikasi bibit ini, yg ada rugi, pelayanananya sangat buruk, ga ada respon sama sekali kalo uang mereka keluar, csnya ga ada yg jelas, saat kaliang mwu wd uangnya lama banget, terus kadang di sistem berhasil, tpi uang ga msuk, mending kalian invets langsung lewat tokopedia, ovo, dana. Dsna klo mwu cairin uang per detik cairnya. Saham sama juga, dan lebih menjamin;5;2021-02-01 8.17.04
554;Fairus Rizn;Overall bagus, simple banget jadi mudah dipahami pemula. Saran nih, coba dong bibitnya di upgrade agar bagian ontrack 'usia pensiun' di Reksadana campuran untuk Dana Pensiun bisa di edit-edit lagi, jadi ga usah permanen gitu, biar lebih fleksibel.;4;2021-02-26 11.27.22
555;main game;Tolong lah jaringannya diperbaiki ko lama bgt terbukanya, padahal jaringan data bagus, saya coba pake wifi masih jg sama, ni kayanya aplikasinya, padahal apknya kecil mb nya;3;2021-03-19 19.03.15
556;Hendy Meny67;Masukan ini bre biar dapatin bonus ggme61n;5;2021-04-11 0.44.19
557;enjelin niannugrani;Verifikasi saat pembelian kenapa lama sekali. Update harga saham juga lama. Harga saham bni am dana saham inspiring equity fund, sampai saat ini belim update. Masih menggunakan data tgl 5 jan padahal skrangsdh tgl 7 jan. Tlg diperbaiki.;2;2021-01-07 14.43.01
558;Xraam TV;saya belum bisa membuktikan 100% karna tujuan saya pribadi belum tercapai, dan ingat guys INVESTASI ITU UNTUK MENCAPAI TUJUAN BUKAN MEMPERKAYA DIRI, dan bibit ini sangat cocok bgt bagi pemula karna dipermudah dari sistem analisis awal dari robo.;5;2021-01-05 14.41.44
559;Boyz;Aplikasi BIBIT sudah bagus, transaksi menggunakan gopay cepat, verifikasi yg ketat walau agak lama tidak masalah yg penting keamanan terjamin itu yg UTAMA, utk penarikan saya blm tau klo penarikan cepat saya akan pertahankan bintang 5, saya mau tanya utk PT. Seperti Telkom, Antam, serta lainnya apakah bisa ditambah agar lebih banyak pilihan investasi Reksadananya?;5;2021-03-05 19.08.36
560;Dita Puspita Dwi;Masya Allah aplikasi ini bagus bangeet, cocok bagi pemula yang baru mulai belajar investasi, disini tuh kita dijelasin oleh admin nya dan bisa nanya2 juga. Asli ga boong ga nyesel download ini mah. Oh iya kalian bisa pake kode referral : *belajarbund* untuk tambah dana kalian dalam investasi. Semangaaat ????;5;2021-02-05 12.13.59
561;Siti Sulpiah;Kalo bisa bibit update nya lebih cepat lagi , kalo top up masa harus nunggu 2 hari , trus kalo dua hari itu saham naik kita harus ikutin harga saham naik , itu kan sama aja merugikan membuang waktu kelamaan , kalo bisa harga saham di aplikasi bibit bisa update juga Kya aplikasi yg lain dan semua proses di percepat agar kita gk menunggu2 selalu buka bibit nungguin kapan dana masuk , kapan harga naik turun masa dana masuk kadang tengah malam subuh diluar jam kerja, tolong proses ditingkatkan;5;2021-01-07 7.48.31
562;Diva Pulungan;"Biar dapat uang 25 RB pake ini 'divaa""";1;2021-04-29 9.14.39
563;neliminja primasari;Verif by KSEI knp lama sekali ya? Pdhal katanya max.1 x 24 jam.. trus tiba2 ada email dr bibit ktnya ada masalah registrasi karena ktp tidak valid (ada perbedaan data dgn dukcapil).. kok alasan ini aneh y, pdhal sy udah registrasi di akses ksei, dan ga masalah.. utk urus2 masalah lain jg sy msh pakai ktp skrg kok, dan fine2 aja.. Ini apakah Bibit aja yg cari2 alasan ngasal? Ada yg punya masalah sama ky saya?;1;2021-01-03 13.55.06
564;Bang HPM CHANNEL;"Jujur ya, saya sebenernya coba"" top up 100k untuk mencoba aplikasi ini bagus apa tidak . 1. Dari kita pembelian aja masuknya lama bangetttt 2. Untuk penjualan hasil menjual itu gak masuk full + lama banget masuknya 3. Kalau kalian mau coba mending coba yg dikit"" aja dulu";1;2021-01-04 4.55.35
565;Mira Permata;"Oke banget buat pemula investor ibuk"" yang gak mau nabung dibawah kasur kayak saya ?????? tengs bibit, semoga banyak membantu perekonomian indonesia ?? Jgn lupa yg mau cashback 25k bisa pake kode referal : ibukpunyacelengan ??";5;2021-01-08 9.46.07
566;Andalas Treasury;Sangat bagus aplikasinya. Mungkin sekedar saran agar bisa ditambah informasi gain/loss yang terealisasi secara historis. Jadi keliatan sudah pernah cuan berapa selama pake bibit.;5;2021-01-02 14.24.07
567;dwi daru;mantap pemula;5;2021-04-15 2.28.35
568;Syahrur unique;Keren u pemula;5;2021-04-07 18.32.32
569;Anik Subianti;Jadi rajin nabung berkat bibit, suka banget pokokna, membantu banget rencana keuangan aku buat pensiun dan rencana liburan nanti.,terima kasih bibit, semoga makin banyak masyarakat yg mau memulai investasi, dan bibit sangat cocok buat pemula seperti saya.................................................. POKOKNYA ALL GOOD.SEMANGAT MENABUNG;5;2021-01-04 16.34.47
570;Muhammad Avicenna;"kamu pelajar? Atau anak kuliahan yang pengen coba investasi? Yuukk gabung pakai Bibit. Bibit ini ngajarin kamu caranya nabung dan investasi dengan untung yang Bisa Kamu Atur Sendiri lhooo . Yuuk gabung pakai bibit dan isi kode referral mu dengan "" cuanmaks "" biar kamu dapet cashback 25.000 tiap nabung. Tiap kamu ngajak orang lain juga bakalan dapet 25.000 lhoo dan berlaku kelipatannyaa ?? yuk pakai bibit dan isi kode referral mu dengan "" cuanmaks "" ??";5;2021-01-02 15.38.22
571;fragmen skin;Msih dlm tahap belajar invest;5;2021-04-13 11.17.37
572;Ulia Putra;"Aplikasi yang sangat bagus untuk berinfestasi bagi pemula dan belajar investasi langsung. Yuk bergabung dengan bibit menggunakan kode referal ""uliaid"" untuk mendapatkan csback 25.000";5;2021-01-11 1.55.07
573;good things to watch;Cashback 100k pertama Kode Refferal :121qwe;5;2021-05-04 12.37.42
574;Azi Nugraha Pratama;UI nya easy used, isi saldonya di cek otomatis kecuali jika transfer atm harus upload bukti transfer, pembelian langsung tap, belum ke tahap penjualan karena saya pengguna baru.;4;2021-01-08 1.03.23
575;Hanif Fakhrudinsyah;cocok buat nabung;5;2021-03-26 12.55.13
576;Satria Wiwaha;mantap fast respon CSnya;5;2021-04-01 0.53.21
577;Miftakhul Khoir;Aku curiga data kita di perjual belikan, begitu register di bibit ada seseorang yg mengirim pesan via WhatsApp, tertulis di pesan lengkap nama alamat dan nomor hp dan menawarkan pelatihan saham online, fix data kita ga aman di sini jangan instal aplikasi ini;1;2021-02-09 10.37.54
578;Rupanty Theadora;Saya cairin dana saya. Udah lebih seminggu kok blm masuk rekening ya? Padahal lagi butuh cpt hmm;4;2021-05-18 17.50.20
579;Roy Zin Gyu;"Saya berikan 5 Bintang krn menurut Saya Bibit Aplikasi Investasi yg Very Good sampai saat ini,, Bibit memberikan Kemudahan Nasabah utk berinvestasi serta kemudahan dlm bertransaksi. Nasabah bisa membeli Saham yg diminati serta bisa menjualnya kembali kapanpun hendak menjualnya dgn Kelancaran Akses Transaksinya. Pokoknya ""Bibit"" The Bestlah ..!!!..";5;2021-02-22 14.04.42
580;Cowok Tanpa Ekspresi;"Gunakan kode referral ""FRIENDS"" untuk dapat cashbak 50k. Aplikasi yang bagus untuk investasi, mudah, terpercaya dan cocok untuk pemula. Mari kita investasi dari sekarang";5;2021-01-08 15.38.32
581;Evi armen channel;mantappll dah aplikasinya;5;2021-04-02 13.01.10
582;Iga Amirullah;"Aplikasi bagus, cocok untuk yang mau belajar investasi reksadana. Jangan lupa gunakan kode referral ""igaamirullah"" untuk mendapat cashback langsung dari bibit. Thanks";5;2021-01-07 2.28.20
583;KitaLah Project;Aplikasi mudah digunakan, lebih santai di lihat. untuk yang baru registrasi yuk gunakan ADITLAH sbg kode referral untuk mendapatkan 25k setiap transaksi, untung buat kita bersama.;5;2021-01-08 3.48.05
584;Joshua Galih L;Aplikasi yang sangat bagus, penggunaan sangat mudah bagi pemula seperti saya. Fitur Robo Advisor juga sangat membantu dalam menentukan jenis investasi berdasarkan profil resiko saya. Ayo mulai berinvestasi pakai Bibit;5;2021-01-06 2.54.34
585;Putu Raka;"Bagi yang baru join bibit bisa pakai kode referral ""kuyynabungbibit"" untuk dapatkan cashback 25rb dan sertakan juga kode referralmu sendiri setelah daftar, kita saling bantu hehe..";5;2021-01-02 18.04.09
586;Rahmat Hidayat;Saya bingung.. Knp harus pake foto kpt + selfie + tandatangan... Sekarang pinjam uang online sangt mudah,, dan data kawan saya pernah disalahgunakan sama mereka yg gak bertanggunh jawab... Tidak menutup kemungkinan akan ada oknum bibit yg bermain.... Klo bisa investasi dengn mudh kenapa harus ribet dan menimbulkan resiko yang lain... Tolong di buat lebih fleksibel, mengingat bukan semua yg invest disini di untung kan.. Tetap yang untung yg punya aplikasi Thanks;2;2021-02-27 2.09.55
587;Mahesa Akbar;semoga naik truss;4;2021-04-14 19.15.52
588;Inggrid Gozali;"Saya belum coba tapi saya mau belajar, yuk sama2 belajar investasi sama saya, pake kode refferal ""belajarbibitsama2"". Biar kamu dapat cashback 25rb tiap nabung.????";5;2021-01-04 13.10.30
589;Etika Rahma;"Pakai kode referall ""diskonrd"" untuk dapatkan cashback 25rb pada saat awal daftar ya. Aplikasi bibit ini sudah terdaftar di OJK jadi aman gak usah khawatir penipuan terkhusus untuk pemula yang baru mau coba investasi reksadana .";5;2020-12-31 7.42.45
590;abdul kadir321;"sangat bagus untuk para sahabat untuk memulai investasi dengan cara mudah dan aman. semoga sukses untuk kita semua... silahkan sahabat masukkan kode ""MAUMULAI"" pada pendaftaran pertama agar sahabat langsung dapat income 25.000. semoga sukses??????";5;2021-01-03 9.29.33
591;GGMO AMY;Sangat kecewa dengan aplikasi ini...saya sudah mau cairkan uang kisaran 700 rb dari tanggal 12 hingga sekarang blum cair..padahal di apps keterangan nya maximal 7 hari kerja bursa..saya hubungi cs nya..cs nya no respon sama sekali..hadehh;1;2021-01-25 2.48.45
592;febi newtron;Overall aplikasinya bagus, saya belum ada masalah sejak pakai 3 bulan lalu, cuma saran aja tambahin interface dark mode nya, kalau putih gitu kurang enak aja liatnya, makasi;5;2021-02-21 5.42.46
593;anjar here;Bibit bagus untuk berinvestasi.. Cuma sayangnya segala sesuatu lama jika ada keluhan lama respon. Sampai mau tarik saldo dana pun lama harus nunggu 7 hari..Itu kan saldo saya kenpa mesti lama.tarik dana ratusan pun bahkan puluhan pun lama.coba untuk tarik dana nya di percepat.orang harus nunggu lama sampe 1 minggu orang tarik dana saldo ada kebutuhan mendadak ini tarik harus nunggu lama 7 hari. Mohon di tingkat kuliatas pelayanannya.;2;2020-12-25 10.21.05
594;bib bib;proses wd lama;1;2021-05-06 12.05.16
595;simple studio;Bibit memang bagus, hanya saja penarikannya yg lama. Bahkan sampai berhari- hari menunggu. Beda sama developer yg lainnya, semoga dibagian penarikannya dapat dipercepat lagi prosesnya??;3;2021-02-25 8.11.14
596;Adi Safei,82;bagus mantap dach;5;2021-04-24 11.38.27
597;R4V Good;App yg bagus,yg memudahkan orang buat berinvestasi. Tp saran buat BIBIT untuk kedepannya agar Manager investasi nya bisa lebih banyak lagi dan kalo bisa ditambahin pembelian saham,jadi orangý selain berinvestasi di reksadana juga bisa berinvestasi di saham. Semoga BIBIT semakin maju kedepannya.;5;2020-12-25 1.23.58
598;Diisi A?????????? spy dpt bonus;Masih mencoba, ayo silahkan dicoba berinvestasi disini dan ayo buruan gabung!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!//////////////////////////////////////////////////!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!terus jangan lupa karena aplikasi ini sudah aman dan nyaman!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!sudah diawasi oleh ojk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;4;2021-03-17 2.06.06
599;AEF SAEPULLAH;"Yuk Investasi disini, karena sangat cocok buat pemula seperti kalian, dan jangan lupa buat dapati cashback sebesar 25k dengan cara memasukan kode refferal ""jadikayaa""";5;2021-01-04 22.13.15
600;maringan marbun;Aplikasinya nggak jujur Keuntungannya sangat sedikit sekali, padahal kenaikan portofolio cukup tinggi. Dan update-an portofolio sangat lambatdisaat cuan Disaat lagi minus, update-an portofolio sangat cepat sekali, dan minusnya banyak banget.;2;2021-01-08 3.28.47
601;SaSkia Aja;mantap betul nih aplikasi !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! beneran nih aplikasi sudah terdaftar di ojk loh!;5;2021-03-25 12.18.14
602;Ibnu Javier Zaenuri;apk sering eror;3;2021-05-06 9.45.40
603;Jualan Berkah;keren aplikasi investasi terpercaya !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! hayuk mulai investasi dari sekarang di crypto aman dan nyaman, sudah terdaftar di OJK loh jadi tidak perlu ragu lagi;5;2021-03-17 3.03.31
604;Cindy Novilia;"Investasi yang baik baget buat pemula dengan modal minim pula, ayo mulai berinvestasi di sini dengan menggunakan kode ""goodsaverss"" dan dapatkan cashback sebesar Rp 25.000,- (terbilang Dua puluh lima ribu rupiah? ??";5;2021-01-03 6.51.31
605;isi kode undangan ini: S1DPH2;investasi terbaik dan terpercaya buruan yuk yang belum gabung segera dwonlod bibit !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! di jamin dah aman dan nyaman;5;2021-03-17 3.33.02
606;sahabat pensil;Barusaja update dan mlah force close, sy coba berupang kali tidak bisa masuk aplikasi, uang saya nyangkut d dalam :( sangat kecewa :(;1;2021-03-23 9.30.41
607;Muhammad Ridwan 19631191;Kok saya topuo via gopay susah nyambunginnya yak;5;2021-05-05 13.39.51
608;Rizal Fikri;Investasi yang ga ribet, registrasi juga gampang, emng prosesnya yang rada lama ga sehari selesai, mau cairin cuman juga ga susah tapi ya emng rada lama tapi tetep cair, terus di awasi OJK, top up gampang, pake go pay beres, tapi tetep kalau mau cuan ya jangan asal inves tutorial di yt banyak.;5;2021-02-17 16.36.25
609;Indah Sari;asli mantap sekali berinvestasi reksadana bibit disini!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!??????????????????????????????????????????????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!////////////////////////////////////////////////!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;5;2021-03-13 4.28.37
610;YOGI SETIANA;Saya kasih bintang 2, karena ulasan saya sebelumnya belum ditindak lanjuti juga perihal performa aplikasi yang sangat perlu ditingkatkan, karena masih adanya lag, bug dan sering nutup sendiri. Sehingga sangat tidak nyaman ketika berinvestasi;2;2021-02-06 13.31.02
611;Miftahur Rizqi Nasution;Kenapa saya melakukan pencairan duit senilai 110k udah tiga hari ditunggu yg masuk cuman 7 ribu? Mohon si perbaiki kedepan nya;1;2021-03-23 2.17.06
612;Elvi Afivatus;Aplikasinya bagus, tapi sayangnya loadingnya lama sekali padal jaringannya bagus. Mohon untuk ditingkatkan lagi kecepatan servernya????;4;2021-03-19 17.18.05
613;Nurzam Amhari;Nabung bersama bibit;5;2021-05-07 4.26.46
614;Yati Nuryati;"tidur pun dibayar oleh aplikasi bibit ini!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!////////////////////////////////////////////////////////////////////////////////////////////////////////////////!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!";4;2021-03-23 3.01.47
615;Risal Firmansyah;"Aplikasi baik untuk pemula yang mau terjun di investasi, dapatkan 25k dgn masukan ""gratisanuang"" dikode referral secara free, lumayan untuk jajan & semangat kalian.";5;2021-01-11 3.39.49
616;Asep Hadi Purnama;"Masukan kode ini saat daftar ""belumtelat"" Lumayan dapat 25k. Tidak ada kata terlambat... Ayo selamatkan masa depan mu dengan kebiasan berinvestasi.. Belajar belajar praktek praktek praktek... Tunggu apa lagi kawan..";5;2021-01-03 14.32.18
617;Lutfi Rahman;Awalnya sih cuman coba coba..setelahnya.. Alhamdulillah,invest beruntung...hayu atuh coba pake ini lwoiys7;5;2021-03-12 9.48.07
618;xichusin ***;"Sumpah aplikasi terbaik si ini. Makin sering nabung makin untung , aku tadi lihat di web masukin kode ""bibittermahal"" langsung dapet uang hihi ,. Berbagi itu indah ????";5;2021-01-05 16.54.39
619;Tamara Fauziyah;"App yg bagus untuk investor pemula, Gunakan kode refferal saya "" duitbro "" dan dapatkan cashback menguntungkan !!!!!!!";5;2021-04-06 3.13.37
620;Prio Ardi Laksono;saham Manulife Obligasi Negara Indonesia II Kelas A. jumlah yang terjual 232.306. tetapi belum masuk rekening saya tapi kenapa status diaplikasi ya berhasil ? mohon di f/u min. Saya tunggu kabar baiknya. Saya sudah coba tanya di bagian support tetapi apa yang tanyakan jawaban nya tidak sesuai.;1;2021-01-14 13.43.13
621;ipandi sucipto;Dicoba dulu ya silahkan dan mari berinvestasi disini karena murah dan aman sekali!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!/////////////////////////////////////////////////////////////////////////////////////!!!!!!!!!!!!!!!!!!!!!!!!!!!!!kalau gak percaya buktikan saja sendiri!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!////////////////////!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;4;2021-03-13 3.39.59
622;Kadek Ayu Noor Andini;Ketika melakukan penjualan uang masuk ke dalam rekening sangat lama dan jika dibandingkan dengan platfrom reksadana yg lain disini kinerjanya sangat lama.??;1;2021-04-07 11.26.09
623;Dimas Putranto;Seminggu terakhir lemot banget mau masuk, sinyal wifi maupun sinyal hp . Kenapa nih? Sama kaya ajaib kali ya, ngendorse artis doang tapi kapasitas servernya kagak di gedein, ngeruk subscriber tapi kouta yang sanggup di tampung gak di gedein.. ngeselin sih;1;2021-01-27 1.51.09
624;Diak Krisna;"Ayo buruan investasi di bibit dijamin Aman pakai kode refferal saya : ""diakkrisna"" Agar mendapatkan cashback Rp.25.000 Tunggu apa lagi langsung aja gass";5;2021-03-21 17.28.10
625;Ya;Gua bingung ama keamanan ini apk....berkali kali akun sering keluar sendiri dari perangkat....dan pas login malah ngk bisa masuk...udh ganti pw ama dikunci pas masuk apk nya masih aja keluar sendiri itu akun...uang saya bakalan aman ngk sih...tolong donk buat perbaiki keamanannya;1;2021-02-06 16.07.44
626;Eko Teguh Wiyono;Prosedur dan proses wd nya lama, baru percobaan inves dikit aja lama, apalagi kalau inves besar,, ??;1;2021-03-15 23.26.21
627;Nibby S;"Simple banget ada juga rekomendasi dari aplikasi nya buat pemula akan terbantu banget. Jangan lupaa kalo daftar baru pake kode : ""cashbackbanget"" Biar dapet cashback langsung";5;2020-12-31 7.42.42
628;miaa 21cafe;Penyesalanku yang dulu adalah mengira utk memulai investasi harus mempunyai modal yang besar ternyata melalui aplikasi sekuritas bibit aku bisa memulai investasi dari 10.000 aja. Makasih bibit semoga semakin banyak orang yang sadar akan pentingnya berinvestasi.;5;2021-01-05 3.14.23
629;Moody Vortex;Mulai gila, uang gw nyangkut gabisa di jual reksadananya, pas mau d jual unitnya 0.00000 ANEH!!!!;2;2021-03-27 12.21.09
630;Rizal Miftakhul Ulum;"Aplikasi yang sangat membantu saya buat berinvestasi karena saya masih pemula, yg mau mulai invest di bibit jgn lupa masukan kode refferal saya ""25skuy"" dapet cashback 25k ??";5;2021-01-07 3.49.57
631;Syaikhul Ghulam;Aplikasinya bagus, mohon untuk pihak developer kedepannya ada perubahan/penambahan S&K saat mau daftar di bibit, soalnya banyak Temen saya ingin berinvestasi di Bibit tapi terkendala tidak mempunyai Rekening Bank pribadi, Trimakasih ??????;5;2021-02-27 11.11.02
632;Andii setiyawann;Tambahin mode gelap min;5;2021-04-12 13.10.52
633;Rista Sitompul;Uang yang saya tarik gak di transfer transfer gimana nya ini hadehh, tolong lah kata nya bisa lsung di tarik. kalau udah profit;1;2021-03-23 10.55.02
634;AGUNG GAME;Sudah melakukan pembelian. masih pada hari kerja.. sudah 24jam.. kenapa gc ada pergerakan??;1;2021-03-19 1.10.41
635;Supri Official Channel;Aplikasi yang sangat baik untuk investasi dan tabungan dimasa depan dengan jangka panjang, dan tidak perlu khawatir dengan dana yang kita investasi kan karena akan dikelola baik dengan manager investasi bibit, yang paling utama menabung rutin diatas 2 th.;5;2021-01-07 21.50.43
636;Yudi Wahyudi;Saya uda sekitar 1 bulan pakai aplikasi ini,bagus banget buat pemula, saya pengin beli emiten saham BBRI/BBCA/TLKM/UNVR, secara langsung, cuman belum tersedia di aplikasi ini, cuman yg tersedia top holding MI masing2 yg masukin di sana, apakah ini memang aplikasi nabung saham yah, bukan untuk trader, mohon penjelasanya??;5;2021-03-17 9.27.21
637;Dzakia Durrotul Qolbi;Baru pertama kali mencoba berinvestasi dan saya memilih bibit. semoga hasilnya memuaskan. Dan untuk mendapatkan cashback 25.000 kalian bisa pakai kode refferal saya (chocomilk). Terimakasih:);4;2021-01-08 6.12.19
638;Chika Amalia Azhari;Aplikasi oke buat bikin kita disiplin nabung buat masa tua gara gara liat Raditya Dika jadi ikut mau belajar Reksadana.;5;2021-04-06 2.40.29
